name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway
Diamondback Drive,0,6084577,0,79,1,275.49273934266796,,20,,residential,6,"LINESTRING (-76.93398430000001 38.9875604, -76.934072 38.987445, -76.9341052 38.9873962, -76.9341524 38.9873267, -76.9341917 38.9872846, -76.934209 38.987254, -76.9342556 38.9871837, -76.9343027 38.9871127, -76.93434550000001 38.987048, -76.934386 38.986987, -76.934585 38.986686, -76.93478899999999 38.9863043, -76.9348411 38.9862069, -76.9348833 38.9861275, -76.9350239 38.9859149, -76.9350602 38.9858597, -76.93507889999999 38.9858268, -76.9350914 38.9858082, -76.9351782 38.985671, -76.9352427 38.9855691, -76.9352992 38.9854797, -76.9353741 38.9853947, -76.9354132 38.9853504)",auto,1
Diamondback Drive,1,6084577,79,0,1,275.492739342668,,20,,residential,6,"LINESTRING (-76.9354132 38.9853504, -76.9353741 38.9853947, -76.9352992 38.9854797, -76.9352427 38.9855691, -76.9351782 38.985671, -76.9350914 38.9858082, -76.93507889999999 38.9858268, -76.9350602 38.9858597, -76.9350239 38.9859149, -76.9348833 38.9861275, -76.9348411 38.9862069, -76.93478899999999 38.9863043, -76.934585 38.986686, -76.934386 38.986987, -76.93434550000001 38.987048, -76.9343027 38.9871127, -76.9342556 38.9871837, -76.934209 38.987254, -76.9341917 38.9872846, -76.9341524 38.9873267, -76.9341052 38.9873962, -76.934072 38.987445, -76.93398430000001 38.9875604)",auto,1
,2,6084603,8,5,1,74.83808156512396,,,,trunk,2,"LINESTRING (-76.9547609 38.9877993, -76.95462910000001 38.9878946, -76.9545351 38.9879503, -76.954475 38.987956, -76.954441 38.987948, -76.95441 38.987932, -76.95438300000001 38.987876, -76.95433199999999 38.987601)",auto,0
Valley Drive,3,6086386,278,277,1,40.25000022695626,,20,,residential,6,"LINESTRING (-76.94392550000001 38.9929688, -76.94392499999999 38.9928715, -76.9439304 38.9928438, -76.9439417 38.9928203, -76.9439702 38.9928119, -76.94401980000001 38.9928083, -76.9442117 38.9928062)",auto,1
Valley Drive,4,6086386,277,278,1,40.25000022695626,,20,,residential,6,"LINESTRING (-76.9442117 38.9928062, -76.94401980000001 38.9928083, -76.9439702 38.9928119, -76.9439417 38.9928203, -76.9439304 38.9928438, -76.94392499999999 38.9928715, -76.94392550000001 38.9929688)",auto,1
Valley Drive,5,6086386,277,278,1,40.633352830591136,,20,,residential,6,"LINESTRING (-76.9442117 38.9928062, -76.94421389999999 38.9929116, -76.94421130000001 38.9929357, -76.94419739999999 38.992954, -76.944175 38.9929648, -76.9441487 38.9929674, -76.94392550000001 38.9929688)",auto,1
Valley Drive,6,6086386,278,277,1,40.633352830591136,,20,,residential,6,"LINESTRING (-76.94392550000001 38.9929688, -76.9441487 38.9929674, -76.944175 38.9929648, -76.94419739999999 38.992954, -76.94421130000001 38.9929357, -76.94421389999999 38.9929116, -76.9442117 38.9928062)",auto,1
Valley Drive,7,6086386,278,9,1,346.54511804438516,,20,,residential,6,"LINESTRING (-76.94392550000001 38.9929688, -76.9438334 38.9929696, -76.94342899999999 38.9929659, -76.9430356 38.9929636, -76.9428477 38.9929693, -76.94221570000001 38.992963, -76.94218239999999 38.9929605, -76.9421347 38.9929515, -76.94206629999999 38.9929385, -76.9419875 38.9929078, -76.9419072 38.9928641, -76.9418476 38.9928171, -76.9418081 38.9927719, -76.9417765 38.9927258, -76.9417533 38.9926732, -76.9417461 38.9925959, -76.9417426 38.992333, -76.941745 38.9918422, -76.94174510000001 38.9918143, -76.94174700000001 38.9914248, -76.94174719999999 38.991378)",auto,1
Valley Drive,8,6086386,9,278,1,346.54511804438516,,20,,residential,6,"LINESTRING (-76.94174719999999 38.991378, -76.94174700000001 38.9914248, -76.94174510000001 38.9918143, -76.941745 38.9918422, -76.9417426 38.992333, -76.9417461 38.9925959, -76.9417533 38.9926732, -76.9417765 38.9927258, -76.9418081 38.9927719, -76.9418476 38.9928171, -76.9419072 38.9928641, -76.9419875 38.9929078, -76.94206629999999 38.9929385, -76.9421347 38.9929515, -76.94218239999999 38.9929605, -76.94221570000001 38.992963, -76.9428477 38.9929693, -76.9430356 38.9929636, -76.94342899999999 38.9929659, -76.9438334 38.9929696, -76.94392550000001 38.9929688)",auto,1
Rhode Island Avenue,9,6086922,482,461,1,42.669963802256056,,,,residential,6,"LINESTRING (-76.9331292 38.9766, -76.9330865 38.9767597, -76.9330185 38.9769739)",auto,0
